Supermercado,Marca,Producto,Precio,Categoria,Enlace,Fecha,porMayor
Jumbo,Ecoterra,Leche Ecoterra Entera Vacas Libre Pastoreo 1 L,2849,Leche Entera,https://www.jumbo.cl/leche-entera-ecoterra-1lt-1859905/p,2024-10-01,
Santa Isabel,Minuto Verde,Porotos Granados Minuto Verde Mix Congelado 500 G,2872,Porotos,https://www.santaisabel.cl/porotos-granados-mix-congelado-500-g-255348/p,2024-10-01,
Jumbo,Divella,Spaghetti Tomate Espinaca Divella 500 G,2890,Tallarín,https://www.jumbo.cl/spaguetti-tomate-espinaca-divella-500-g/p,2024-10-01,
Jumbo,Martini,Porotos Pelados Martini 500 G,2930,Porotos,https://www.jumbo.cl/porotos-pelados-martini-bolsa-500-g-2/p,2024-10-01,
Unimarc,My Way,Premezcla Hamburguesa Porotos Negros Champiñón My Way 200G,2930,Porotos,https://www.unimarc.cl/product/premez-hambur-p-negro-champi-my-way-200g,2024-10-01,
Unimarc,El Triunfo,Fideos El Triunfo Para Tallarín Salteado 250 G,2940,Tallarín,https://www.unimarc.cl/product/fideos-p-tallarin-salt-el-triunfo-250-gr,2024-10-01,
Jumbo,Ritter Sport,Chocolate De Leche Ritter Sport Con Avellanas Enteras 100 G,2949,Leche Entera,https://www.jumbo.cl/chocolate-ritter-sport-100-g-con-avellanas-enteras/p,2024-10-01,
Santa Isabel,Banquete,Porotos Negros Banquete 1 Kg,2950,Porotos,https://www.santaisabel.cl/porotos-negros-banquete-bolsa-1-kg-2/p,2024-10-01,
Jumbo,Suk,Lentejas Negras Suk 400 G,2970,Porotos,https://www.jumbo.cl/lentejas-negras-400-g/p,2024-10-01,
Unimarc,Banquete,Perlitas Poroto Banquete 220 G,2970,Porotos,https://www.unimarc.cl/product/perlitas-de-poroto-banquete-220-gr,2024-10-01,
Jumbo,Banquete,Porotos Negros Banquete 1 Kg,2980,Porotos,https://www.jumbo.cl/porotos-negros-banquete-bolsa-1-kg-2/p,2024-10-01,
Unimarc,Nuestra Cocina,Porotos Hallados Nuestra Cocina 1 Kg,2990,Porotos,https://www.unimarc.cl/product/porotos-hallados-nuestra-cocina-1-kg,2024-10-01,
Jumbo,San Ignacio,Leche San Ignacio Entera Fresca 1 L,3049,Leche Entera,https://www.jumbo.cl/leche-entera-fresca-san-ignacio-1-l/p,2024-10-01,
Santa Isabel,Cuisine & Co,Porotos Hallados Cuisine & Co 1 Kg,3050,Porotos,https://www.santaisabel.cl/poroto-hallado-1-kg-cuisine-and-co-1840318/p,2024-10-01,
Unimarc,Banquete,Poroto Tórtola Banquete 1 Kg,3050,Porotos,https://www.unimarc.cl/product/porotos-tortola-banquete-1-kg,2024-10-01,
Jumbo,Iansa Agro,Porotos Negros Iansa Agro 1 Kg,3080,Porotos,https://www.jumbo.cl/poroto-negro-iansagro-1kg-1883623/p,2024-10-01,
Lider,Lider,"Poroto Español, 1 Kg",3090,Porotos,https://www.lider.cl/supermercado/product/sku/518269/lider-poroto-espanol-1-kg,2024-10-01,
Jumbo,Cuisine & Co,Porotos Hallados Cuisine & Co 1 Kg,3090,Porotos,https://www.jumbo.cl/poroto-hallado-1-kg-cuisine-and-co-1840318/p,2024-10-01,
Santa Isabel,Cuisine & Co,Porotos Español Cuisine & Co 1 Kg,3110,Porotos,https://www.santaisabel.cl/poroto-espanol-1-kg-cuisine-and-co-1840319/p,2024-10-01,
Unimarc,Barilla,Spaghetti N°5 Barilla Sin Gluten 400 G,3140,Tallarín,https://www.unimarc.cl/product/spaghetti-5-sin-gluten-barilla-400-gr,2024-10-01,
Jumbo,Cuisine & Co,Porotos Español Cuisine & Co 1 Kg,3150,Porotos,https://www.jumbo.cl/poroto-espanol-1-kg-cuisine-and-co-1840319/p,2024-10-01,
Unimarc,Las Hualtatas,Leche Entera De Cabra Las Hualtatas 1 L,3150,Leche Entera,https://www.unimarc.cl/product/leche-entera-de-cabra-ls-hualtatas-750cc,2024-10-01,
Unimarc,Soprole,Leche Entera Natural Soprole 6 Un De 200 Ml,3180,Leche Entera,https://www.unimarc.cl/product/pack-leche-entera-soprole-6-un-de-200-ml,2024-10-01,
Unimarc,Carozzi,Pasta Spaghetti N°5 Carozzi 1 Kg,3210,Tallarín,https://www.unimarc.cl/product/carozzi-spaghetti-n-5-1-kg,2024-10-01,
Santa Isabel,Colun,Pack 6 Un. Leche Colun Entera 200 Ml,3270,Leche Entera,https://www.santaisabel.cl/pack-leche-colun-natural-200-cc-6-unid/p,2024-10-01,
Unimarc,Nuestra Cocina,Porotos Blanco Nuestra Cocina Bolsa 1 Kg,3280,Porotos,https://www.unimarc.cl/product/poroto-espanol-nuestra-cocina-1-kg,2024-10-01,
Unimarc,Iansa Agro,Porotos Blancos Iansa Agro 1 Kg,3290,Porotos,https://www.unimarc.cl/product/poroto-blanco-iansagro-1-kg,2024-10-01,
Jumbo,Colun,Pack 6 Un. Leche Colun Entera 200 Ml,3294,Leche Entera,https://www.jumbo.cl/pack-leche-colun-natural-200-cc-6-unid/p,2024-10-01,
Jumbo,Ecoterra,Leche Ecoterra Entera 1 L,3299,Leche Entera,https://www.jumbo.cl/leche-entera-ecoterra-a2-1lt-1992080/p,2024-10-01,
Santa Isabel,Carozzi,Pack Spaghetti N°5 Carozzi 3 Un. 400 G + Salsa De Tomate 1 Un. 200 G,3370,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-carozzi-pack-3-unid-400-g-c-u-salsa-italiana-200-g/p,2024-10-01,
Santa Isabel,Cuisine & Co,Porotos Tórtola Cuisine & Co 1 Kg,3370,Porotos,https://www.santaisabel.cl/poroto-tortola-1-kg/p,2024-10-01,
Jumbo,Banquete,Porotos Hallados Banquete 1 Kg,3390,Porotos,https://www.jumbo.cl/porotos-hallado-banquete-bolsa-1-kg-2/p,2024-10-01,
Unimarc,Pf Listo,Porotos Pf Listo Estilo Casero 330 G,3400,Porotos,https://www.unimarc.cl/product/porotos-estilo-casero-pf-listo-330-gr,2024-10-01,
Jumbo,Carozzi,Pack Spaghetti N°5 Carozzi 3 Un. 400 G + Salsa De Tomate 1 Un. 200 G,3410,Tallarín,https://www.jumbo.cl/spaghetti-n-5-carozzi-pack-3-unid-400-g-c-u-salsa-italiana-200-g/p,2024-10-01,
Unimarc,Colun,Pack Leche Entera Natural Colun 6 Un De 200 Ml,3420,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-cajita-6u-x-200ml,2024-10-01,
Jumbo,Barilla,Spaghetti Barilla N°5 Integral Italiano Caja 500 G,3440,Tallarín,https://www.jumbo.cl/spaghetti-n-5-barilla-caja-500-g-integral-origen-italiano/p,2024-10-01,
Lider,Banquete,"Poroto Español Banquete Bolsa, 1 Kg",3450,Porotos,https://www.lider.cl/supermercado/product/sku/314657/banquete-poroto-espanol-banquete-bolsa-1-kg,2024-10-01,
Lider,Frutos Del Maipo,Porotos Granados Congelados 100% Natu…,3490,Porotos,https://www.lider.cl/supermercado/product/sku/279689/frutos-del-maipo-porotos-granados-congelados-100-natural-bolsa-500-g,2024-10-01,
Jumbo,Cuisine & Co,Porotos Tórtola Cuisine & Co 1 Kg,3490,Porotos,https://www.jumbo.cl/porotos-tortola-1-kg/p,2024-10-01,
Jumbo,Bavaria,Porotos Con Riendas Bavaria Lata 400 G,3519,Porotos,https://www.jumbo.cl/porotos-bavaria-lata-400-g-con-riendas/p,2024-10-01,
Unimarc,Iansa Agro,Porotos Negros Iansa Agro 1 Kg,3540,Porotos,https://www.unimarc.cl/product/poroto-negro-iansagro-1-kg,2024-10-01,
Unimarc,Oregon,Porotos Hallados Oregón 1 Kg,3540,Porotos,https://www.unimarc.cl/product/porotos-hallados-oregon-1-kg,2024-10-01,
Unimarc,Nestle,Pack Leche Entera Trencito Nestlé Chocolate 6 Un De 200 Ml,3540,Leche Entera,https://www.unimarc.cl/product/leche-chocolate-entera-trencito-nestle-6-u-x-200-ml,2024-10-01,
Unimarc,Esmeralda,Palmitos Esmeralda Tipo Spaghetti Lata 400 G,3580,Tallarín,https://www.unimarc.cl/product/palmitos-tipo-spaghetti-esmeralda-400gr,2024-10-01,
Lider,Iansa Agro,"Porotos Blancos, 1 Kg",3590,Porotos,https://www.lider.cl/supermercado/product/sku/1052972/iansa-agro-porotos-blancos-1-kg,2024-10-01,
Santa Isabel,Iansa Agro,Porotos Blancos Iansa Agro 1 Kg,3620,Porotos,https://www.santaisabel.cl/porotos-blancos-1-kg/p,2024-10-01,
Santa Isabel,Frutos Del Maipo,Porotos Granados Frutos Del Maipo 500 G,3650,Porotos,https://www.santaisabel.cl/porotos-granados-frutos-del-maipo-bolsa-500-g-congelado/p,2024-10-01,
Jumbo,Iansa Agro,Porotos Blancos Iansa Agro 1 Kg,3650,Porotos,https://www.jumbo.cl/poroto-blanco-iansagro-1883622/p,2024-10-01,
Jumbo,Vivo,Spaghetti Vivo Sin Gluten 400 G,3690,Tallarín,https://www.jumbo.cl/spaghetti-vivo-s-gluten-400-gr-1999395/p,2024-10-01,
Jumbo,Lucchetti,Pack 3 Spaghetti Luchetti + Salsa Doypack 220 G,3790,Tallarín,https://www.jumbo.cl/spaghetti-n-5-lucchetti-3-unid-400-g-c-u-salsa-de-tomates-italiana-200-g/p,2024-10-01,
Unimarc,Palmipasta,Tallarín De Palmitos Palmipasta 400 G,3890,Tallarín,https://www.unimarc.cl/product/palmitos-forma-tallarin-palmipasta-400gr,2024-10-01,
Jumbo,Cuk,Porotos Con Mazamorra 350 G,3890,Porotos,https://www.jumbo.cl/poroto-mazamorra-cuk350-g/p,2024-10-01,
Unimarc,Genial,Porotos Con Mazamorra Genial 380 G,3940,Porotos,https://www.unimarc.cl/product/porotos-c-mazamorra-genial-380-gr,2024-10-01,
Santa Isabel,Banquete,Porotos Blancos Banquete 1 Kg,3960,Porotos,https://www.santaisabel.cl/poroto-espanol-banquete-bolsa-1-kg/p,2024-10-01,
Unimarc,Bavaria,Porotos Con Rienda Bavaria Bandeja 400 G,3970,Porotos,https://www.unimarc.cl/product/porotos-con-riendas-bavaria-400-gr,2024-10-01,
Unimarc,Iansa Agro,Porotos Hallados Iansa Agro 1 Kg,3990,Porotos,https://www.unimarc.cl/product/poroto-hallado-iansagro-1-kg,2024-10-01,
Jumbo,Banquete,Porotos Blancos Banquete 1 Kg,3990,Porotos,https://www.jumbo.cl/poroto-espanol-banquete-bolsa-1-kg/p,2024-10-01,
Unimarc,Oregon,Porotos Tórtola Oregón 1 Kg,4090,Porotos,https://www.unimarc.cl/product/porotos-tortola-oregon-1-kg,2024-10-01,
Santa Isabel,Iansa Agro,Porotos Tórtola Iansa Agro 1 Kg,4190,Porotos,https://www.santaisabel.cl/porotos-tortola-1-kg/p,2024-10-01,
Lider,Banquete,"Poroto Tortola Banquete Bolsa, 1 Kg",4190,Porotos,https://www.lider.cl/supermercado/product/sku/2869/banquete-poroto-tortola-banquete-bolsa-1-kg,2024-10-01,
Santa Isabel,Banquete,Porotos Tórtola Banquete 1 Kg,4250,Porotos,https://www.santaisabel.cl/porotos-tortola-banquete-bolsa-1-kg-2/p,2024-10-01,
Jumbo,Banquete,Porotos Tórtola Banquete 1 Kg,4290,Porotos,https://www.jumbo.cl/porotos-tortola-banquete-bolsa-1-kg-2/p,2024-10-01,
Unimarc,Oregon,Poroto Negro Oregón 1 Kg,4320,Porotos,https://www.unimarc.cl/product/poroto-negro-oregon-1-kg,2024-10-01,
Jumbo,Ilko,Servidor De Tallarines Nylon Ilko New Line,4490,Tallarín,https://www.jumbo.cl/servidor-de-tallarines-nylon-ilko-new-line-ilko-301649/p,2024-10-01,
Jumbo,Hitecsa,Porotos Granados Con Mazamorra Greda,4590,Porotos,https://www.jumbo.cl/porotos-granados-con-mazamorra-greda-1867335/p,2024-10-01,
Unimarc,Oregon,Porotos Blancos Oregón 1 Kg,5090,Porotos,https://www.unimarc.cl/product/porotos-blancos-oregon-1-kg,2024-10-01,
Lider,San José,"Lomos De Jurel Sin Espinas, 500 G",5690,Jurel,https://www.lider.cl/supermercado/product/sku/908109/san-jose-lomos-de-jurel-sin-espinas-500-g,2024-10-01,
Jumbo,Jumbo,Spaghetti Vegetariano 400 G,5990,Tallarín,https://www.jumbo.cl/spaghetti-vegetariano-400g-1964026/p,2024-10-01,
Unimarc,San Jose,Lomos De Jurel San Jose 500 G,6550,Jurel,https://www.unimarc.cl/product/lomos-de-jurel-san-jose-500-gr,2024-10-01,
Jumbo,Surlat,Pack 6 Un. Leche Surlat Entera 1 L,6900,Leche Entera,https://www.jumbo.cl/leche-s-l-entera-surlat-1l-1882658-pak/p,2024-10-01,
Unimarc,Alcafood,Leche En Polvo Alcafood Entera Instantánea Bolsa 800 G,7150,Leche Entera,https://www.unimarc.cl/product/leche-inst-polvo-26-m-g-alcafood-800-gr,2024-10-01,
Santa Isabel,Calo,Leche Polvo Calo Entera 850 G,7179,Leche Entera,https://www.santaisabel.cl/leche-entera-calo-en-polvo-bolsa-900-g-2/p,2024-10-01,
Jumbo,Calo,Leche Polvo Calo Entera 850 G,7229,Leche Entera,https://www.jumbo.cl/leche-entera-calo-en-polvo-bolsa-900-g-2/p,2024-10-01,
Jumbo,Ilko,Rebanador De Porotos Ilko Basic,7290,Porotos,https://www.jumbo.cl/rebanador-de-porotos-ilko-basic-ilko-301510/p,2024-10-01,
Unimarc,Ilko,Rebanador De Porotos Ilko Basic,7590,Porotos,https://www.unimarc.cl/product/rebanador-de-porotos-clasica-ilko,2024-10-01,
Unimarc,Calo,Leche En Polvo Calo Entera Instantánea Bolsa 850 G,7850,Leche Entera,https://www.unimarc.cl/product/leche-polvo-inst-26-mg-calo-sb-900-gr,2024-10-01,
Santa Isabel,Surlat,Pack 6 Un. Leche Surlat Entera 1 L,7914,Leche Entera,https://www.santaisabel.cl/leche-s-l-entera-surlat-1l-1882658-pak/p,2024-10-01,
Santa Isabel,Colun,Leche Polvo Colun Entera 900 G,8190,Leche Entera,https://www.santaisabel.cl/leche-en-polvo-entera-colun-900-g/p,2024-10-01,
Jumbo,Colun,Leche Polvo Colun Entera 900 G,8290,Leche Entera,https://www.jumbo.cl/leche-en-polvo-entera-colun-900-g/p,2024-10-01,
Unimarc,Colun,Leche En Polvo Colun Entera Instantáneo Doypack 900 G,8650,Leche Entera,https://www.unimarc.cl/product/leche-polvo-inst-entera-colun-900-gr,2024-10-01,
Santa Isabel,Nido,Leche Polvo Nido Entera 800 G,9090,Leche Entera,https://www.santaisabel.cl/leche-en-polvo-entera-800-g-1930446/p,2024-10-01,
Unimarc,Calo,Leche En Polvo Calo Entera Instantánea Bolsa 1.440 Kg,9170,Leche Entera,https://www.unimarc.cl/product/leche-polvo-entera-instant-calo-1-440-kg,2024-10-01,
Unimarc,Nido,Leche En Polvo Nido Entera 800 G,9190,Leche Entera,https://www.unimarc.cl/product/leche-en-polvo-intantanea-nido-800-gr,2024-10-01,
Jumbo,Nido,Leche Polvo Nido Entera 800 G,9190,Leche Entera,https://www.jumbo.cl/leche-en-polvo-nido-entera-bolsa-800gr-1930446/p,2024-10-01,
Jumbo,Nido,Leche Polvo Nido Entera 1.35 Kg,10283,Leche Entera,https://www.jumbo.cl/leche-en-polvo-entera-nido-1-35kg-1932750/p,2024-10-01,
Unimarc,Nido,Leche En Polvo Nido Entera Tarro 1.350 G,10290,Leche Entera,https://www.unimarc.cl/product/leche-inst-en-polvo-26-mg-nido-1-350kg,2024-10-01,
Santa Isabel,Surlat,Pack 12 Un. Leche Surlat Entera 1 L,11988,Leche Entera,https://www.santaisabel.cl/leche-entera-surlat-b-a-1l-x12-1991554-pak/p,2024-10-01,
Jumbo,Soprole,Pack 12 Un. Leche Soprole Entera Natural 1 L,12000,Leche Entera,https://www.jumbo.cl/pack-leche-entera-soprole-1-l-12-unid/p,2024-10-01,
Jumbo,Surlat,Pack 12 Un. Leche Surlat Entera 1 L,12000,Leche Entera,https://www.jumbo.cl/leche-entera-surlat-b-a-1l-x12-1991554-pak/p,2024-10-01,
Lider,Colun,"Leche En Polvo Entera Bolsa, 1440 G",12090,Leche Entera,https://www.lider.cl/supermercado/product/sku/693513/colun-leche-en-polvo-entera-bolsa-1440-g,2024-10-01,
Santa Isabel,Calo,Leche Polvo Calo Entera 1.44 Kg,12490,Leche Entera,https://www.santaisabel.cl/leche-polvo-calo-entera-1-44-kg-1972111/p,2024-10-01,
Santa Isabel,Colun,Pack 12 Un. Leche Colun Entera Sin Tapa 1 L,12588,Leche Entera,https://www.santaisabel.cl/pack-leche-entera-colun-sin-tapa-1-l-12-unid/p,2024-10-01,
Jumbo,Calo,Leche Polvo Calo Entera 1.44 Kg,12590,Leche Entera,https://www.jumbo.cl/leche-polvo-calo-entera-1440-gr-1972111/p,2024-10-01,
Unimarc,Loncoleche,Pack Leche Entera Loncoleche 12 Un 1 L,12600,Leche Entera,https://www.unimarc.cl/product/leche-entera-s-t-loncoleche-1-lt-2,2024-10-01,
Santa Isabel,Cuisine & Co,Pack 12 Un. Leche Cuisine & Co Entera 1 L,12708,Leche Entera,https://www.santaisabel.cl/pack-12-un-leche-entera-1-l-cuisine-and-co-1858321-pak/p,2024-10-01,
Jumbo,Cuisine & Co,Pack 12 Un. Leche Cuisine & Co Entera 1 L,12828,Leche Entera,https://www.jumbo.cl/pack-12-un-leche-entera-1-l-cuisine-and-co-1858321-pak/p,2024-10-01,
Santa Isabel,Colun,Leche Polvo Colun Entera 1440 G,12890,Leche Entera,https://www.santaisabel.cl/leche-entera-en-polvo-colun-1-4-kg/p,2024-10-01,
Jumbo,Colun,Leche Polvo Colun Entera 1440 G,12990,Leche Entera,https://www.jumbo.cl/leche-entera-en-polvo-colun-1-4-kg/p,2024-10-01,
Unimarc,Los Peumos,Pack Leche Entera Los Peumos 12 Un De 1 L,13150,Leche Entera,https://www.unimarc.cl/product/leche-entera-tetra-los-peumos-1lt-2,2024-10-01,
Unimarc,Colun,Leche En Polvo Colun Entera Instantánea Bolsa 1.4 Kg,13590,Leche Entera,https://www.unimarc.cl/product/leche-polvo-entera-colun-1-4-kg,2024-10-01,
Santa Isabel,Soprole,Pack 12 Un. Leche Soprole Entera Natural 1 L,14388,Leche Entera,https://www.santaisabel.cl/pack-leche-entera-soprole-1-l-12-unid/p,2024-10-01,
Unimarc,Soprole,Pack Leche Entera Natural Soprole 12 Un De 1 L,14440,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-soprole-con-tapa-1-l-caja-12-un,2024-10-01,
Santa Isabel,Nido,Leche Polvo Nido Entera 1.35 Kg,14490,Leche Entera,https://www.santaisabel.cl/leche-en-polvo-entera-nido-1-35kg-1932750/p,2024-10-01,
Unimarc,Colun,"Pack Leche Entera Natural Colun, Sin Tapa 12 Un De 1 L",15350,Leche Entera,https://www.unimarc.cl/product/leche-entera-natural-colun-sin-tapa-1-l-caja-12-un,2024-10-01,
Jumbo,Colun,Pack 12 Un. Leche Colun Entera Sin Lactosa 1 L,16668,Leche Entera,https://www.jumbo.cl/pack-leche-entera-sin-lactosa-12-un-1-l-c-u/p,2024-10-01,
Jumbo,Nido,Leche Polvo Nido Entera 1.9 Kg,19350,Leche Entera,https://www.jumbo.cl/leche-nido-entera-1900g-1967860/p,2024-10-01,
